date,month,week,platform,campaign,posts,impressions,likes,comments,shares,sentiment,hashtags,text
2024-08-13,2024-08,2024-08-12/2024-08-18,Instagram,BrandAwareness,1,10442,579,25,36,-0.318,#sale #brand,Join our giveaway — win prizes!
2024-05-03,2024-05,2024-04-29/2024-05-05,Instagram,ProductLaunch,6,43275,2508,206,151,0.356,#launch,New blog post: marketing strategies for 2025.
2024-02-07,2024-02,2024-02-05/2024-02-11,Twitter,Community,1,5352,195,9,20,-0.052,#launch #tips,Collab announcement — exciting news.
2024-11-23,2024-11,2024-11-18/2024-11-24,Twitter,Community,1,4424,328,11,12,-0.365,#tips #news,Join our giveaway — win prizes!
2024-09-07,2024-09,2024-09-02/2024-09-08,Instagram,,1,6189,354,0,27,-0.079,#howto #news #brand,Live Q&A tomorrow — set a reminder.
2024-06-24,2024-06,2024-06-24/2024-06-30,Instagram,BrandAwareness,4,26817,1750,135,135,0.033,#tips #viral,We hit a milestone — thank you!
2025-08-24,2025-08,2025-08-18/2025-08-24,Pinterest,Community,1,1756,74,8,2,0.286,#sale,New blog post: marketing strategies for 2025.
2025-03-29,2025-03,2025-03-24/2025-03-30,Youtube,HolidayPush,1,14080,529,42,36,0.047,,Customer testimonial — we love feedback.
2024-02-06,2024-02,2024-02-05/2024-02-11,Instagram,Community,3,20351,1069,0,38,-0.579,#news,New blog post: marketing strategies for 2025.
2024-11-11,2024-11,2024-11-11/2024-11-17,Twitter,BrandAwareness,3,10978,652,6,25,-0.03,#marketing #brand,Launching our new product today! Check it out.
2025-11-18,2025-11,2025-11-17/2025-11-23,Twitter,HolidayPush,2,6483,335,27,20,0.083,#sale #howto #event,Behind the scenes from our team meeting.
2025-08-15,2025-08,2025-08-11/2025-08-17,Instagram,EngagementBoost,3,22956,1416,137,79,0.309,#howto,Join our giveaway — win prizes!
2024-04-23,2024-04,2024-04-22/2024-04-28,Facebook,ProductLaunch,1,6735,114,13,19,0.409,#tips,Top 5 tips to boost engagement.
2024-02-09,2024-02,2024-02-05/2024-02-11,Facebook,BrandAwareness,1,16510,1652,105,60,-0.167,#howto,Launching our new product today! Check it out.
2024-10-27,2024-10,2024-10-21/2024-10-27,Youtube,,1,16788,750,123,37,-0.174,,New blog post: marketing strategies for 2025.
2024-08-11,2024-08,2024-08-05/2024-08-11,Linkedin,,3,7115,262,34,18,-0.198,,Top 5 tips to boost engagement.
2024-11-13,2024-11,2024-11-11/2024-11-17,Facebook,,1,7120,590,43,25,-0.26,#marketing,Live Q&A tomorrow — set a reminder.
2024-12-14,2024-12,2024-12-09/2024-12-15,Facebook,,1,5557,204,9,14,-0.487,#marketing,Collab announcement — exciting news.
2024-04-24,2024-04,2024-04-22/2024-04-28,Instagram,BrandAwareness,3,23639,1513,10,40,0.249,,Behind the scenes from our team meeting.
2025-11-28,2025-11,2025-11-24/2025-11-30,Facebook,,1,15325,563,118,80,0.999,#viral,Holiday sale starts now — big discounts!
2024-11-18,2024-11,2024-11-18/2024-11-24,Twitter,,1,5436,293,10,21,0.384,#brand,We hit a milestone — thank you!
2025-07-21,2025-07,2025-07-21/2025-07-27,Instagram,,1,8475,459,53,26,0.421,#event #launch,Live Q&A tomorrow — set a reminder.
2024-02-09,2024-02,2024-02-05/2024-02-11,Instagram,HolidayPush,4,31293,1407,151,121,0.242,#viral #marketing #sale,Live Q&A tomorrow — set a reminder.
2024-02-09,2024-02,2024-02-05/2024-02-11,Twitter,EngagementBoost,2,8661,671,65,29,-0.392,#brand #viral,Join our giveaway — win prizes!
2024-10-15,2024-10,2024-10-14/2024-10-20,Youtube,Community,2,27785,2454,154,39,-0.028,#viral #news,Live Q&A tomorrow — set a reminder.
2024-09-18,2024-09,2024-09-16/2024-09-22,Instagram,Community,3,25039,1119,41,78,0.324,#brand,We hit a milestone — thank you!
2024-08-03,2024-08,2024-07-29/2024-08-04,Twitter,,1,4236,265,14,9,-0.367,,Live Q&A tomorrow — set a reminder.
2024-05-26,2024-05,2024-05-20/2024-05-26,Twitter,BrandAwareness,1,4533,152,24,14,-0.089,#event,Behind the scenes from our team meeting.
2024-12-01,2024-12,2024-11-25/2024-12-01,Facebook,BrandAwareness,2,15738,977,45,53,-0.378,#giveaway,Live Q&A tomorrow — set a reminder.
2024-06-16,2024-06,2024-06-10/2024-06-16,Instagram,Community,2,15711,1200,95,62,-0.094,,Collab announcement — exciting news.
2024-04-01,2024-04,2024-04-01/2024-04-07,Pinterest,,2,4140,257,17,8,0.775,#sale,We hit a milestone — thank you!
2024-12-18,2024-12,2024-12-16/2024-12-22,Youtube,BrandAwareness,1,11593,564,71,23,0.648,#tips #howto #marketing,Live Q&A tomorrow — set a reminder.
2025-07-24,2025-07,2025-07-21/2025-07-27,Facebook,ProductLaunch,1,6256,343,39,15,0.137,#sale #launch,Launching our new product today! Check it out.
2025-07-24,2025-07,2025-07-21/2025-07-27,Facebook,Community,1,10015,504,46,44,0.627,#event,Live Q&A tomorrow — set a reminder.
2025-11-11,2025-11,2025-11-10/2025-11-16,Instagram,BrandAwareness,2,25954,1447,96,68,0.315,#news,Launching our new product today! Check it out.
2024-12-28,2024-12,2024-12-23/2024-12-29,Twitter,HolidayPush,1,3012,141,8,10,-0.008,#launch #tips,Behind the scenes from our team meeting.
2025-07-10,2025-07,2025-07-07/2025-07-13,Linkedin,BrandAwareness,1,2552,161,4,7,-0.352,#viral #marketing,We hit a milestone — thank you!
2024-12-10,2024-12,2024-12-09/2024-12-15,Instagram,,4,35027,1261,260,91,-0.042,#sale,Join our giveaway — win prizes!
2025-11-23,2025-11,2025-11-17/2025-11-23,Twitter,Community,2,10127,42,42,31,-0.021,#giveaway,New blog post: marketing strategies for 2025.
2024-06-18,2024-06,2024-06-17/2024-06-23,Facebook,,1,8250,670,28,31,-0.057,#sale #launch,Launching our new product today! Check it out.
2024-12-21,2024-12,2024-12-16/2024-12-22,Instagram,,3,26315,1548,92,96,0.04,#launch #news #marketing,We hit a milestone — thank you!
2024-07-09,2024-07,2024-07-08/2024-07-14,Youtube,ProductLaunch,3,43165,2692,168,77,-0.284,#sale #event #tips,Collab announcement — exciting news.
2025-10-28,2025-10,2025-10-27/2025-11-02,Instagram,BrandAwareness,6,46784,2106,141,156,-0.373,#tips,Holiday sale starts now — big discounts!
2025-02-25,2025-02,2025-02-24/2025-03-02,Linkedin,HolidayPush,1,3166,162,9,14,-0.395,#viral,Launching our new product today! Check it out.
2025-11-30,2025-11,2025-11-24/2025-11-30,Twitter,Community,2,7792,301,9,25,0.236,#marketing #brand #event,Live Q&A tomorrow — set a reminder.
2024-01-07,2024-01,2024-01-01/2024-01-07,Linkedin,HolidayPush,1,2165,180,8,8,-0.255,#marketing,Customer testimonial — we love feedback.
2024-05-12,2024-05,2024-05-06/2024-05-12,Twitter,,1,6062,302,40,28,0.154,#launch #event,Customer testimonial — we love feedback.
2025-07-10,2025-07,2025-07-07/2025-07-13,Twitter,Community,1,4779,139,12,15,0.097,,We hit a milestone — thank you!
2024-01-31,2024-01,2024-01-29/2024-02-04,Youtube,ProductLaunch,1,6606,485,33,19,0.201,#giveaway #viral,Holiday sale starts now — big discounts!
2025-06-18,2025-06,2025-06-16/2025-06-22,Twitter,BrandAwareness,5,19846,1641,102,68,-0.04,#sale,We hit a milestone — thank you!
2025-03-01,2025-03,2025-02-24/2025-03-02,Twitter,HolidayPush,2,7376,415,35,31,-0.303,#giveaway,Behind the scenes from our team meeting.
2025-01-28,2025-01,2025-01-27/2025-02-02,Facebook,EngagementBoost,2,19368,1746,150,55,0.686,#event,Top 5 tips to boost engagement.
2025-11-02,2025-11,2025-10-27/2025-11-02,Facebook,,1,11547,760,60,21,-0.165,#event,Holiday sale starts now — big discounts!
2024-12-28,2024-12,2024-12-23/2024-12-29,Twitter,,1,4352,250,17,14,0.757,#sale,Join our giveaway — win prizes!
2025-03-12,2025-03,2025-03-10/2025-03-16,Youtube,,3,45736,2660,213,179,-0.389,#viral,Collab announcement — exciting news.
2025-10-31,2025-10,2025-10-27/2025-11-02,Twitter,,1,5466,382,31,18,-0.275,#event #launch,Collab announcement — exciting news.
2025-07-04,2025-07,2025-06-30/2025-07-06,Twitter,HolidayPush,1,2543,207,19,8,-0.548,#event,Join our giveaway — win prizes!
2024-03-22,2024-03,2024-03-18/2024-03-24,Linkedin,HolidayPush,3,7921,557,27,23,0.109,#sale,Collab announcement — exciting news.
2024-12-21,2024-12,2024-12-16/2024-12-22,Facebook,BrandAwareness,1,4159,271,18,11,0.308,#news #event,Collab announcement — exciting news.
2024-09-14,2024-09,2024-09-09/2024-09-15,Youtube,,1,9346,574,94,39,-0.436,#news,Launching our new product today! Check it out.
2025-08-11,2025-08,2025-08-11/2025-08-17,Pinterest,,1,742,54,2,0,0.09,#brand,Customer testimonial — we love feedback.
2025-06-07,2025-06,2025-06-02/2025-06-08,Twitter,HolidayPush,1,2118,100,8,6,-0.064,#howto,Holiday sale starts now — big discounts!
2024-10-21,2024-10,2024-10-21/2024-10-27,Instagram,,4,35360,1054,82,71,-0.648,#viral,Top 5 tips to boost engagement.
2024-08-11,2024-08,2024-08-05/2024-08-11,Instagram,,3,25806,1644,107,76,0.044,#marketing #event,We hit a milestone — thank you!
2025-06-08,2025-06,2025-06-02/2025-06-08,Facebook,EngagementBoost,1,11851,471,45,38,0.402,,Holiday sale starts now — big discounts!
2024-02-15,2024-02,2024-02-12/2024-02-18,Youtube,EngagementBoost,1,18034,543,86,63,0.593,#brand,Join our giveaway — win prizes!
2025-10-28,2025-10,2025-10-27/2025-11-02,Instagram,,5,41470,3830,188,130,-0.504,#event #news,Live Q&A tomorrow — set a reminder.
2024-04-22,2024-04,2024-04-22/2024-04-28,Instagram,,2,15796,0,0,69,0.438,#news,Customer testimonial — we love feedback.
2024-08-20,2024-08,2024-08-19/2024-08-25,Instagram,ProductLaunch,3,22585,1637,31,70,0.36,#giveaway,We hit a milestone — thank you!
2024-01-17,2024-01,2024-01-15/2024-01-21,Linkedin,BrandAwareness,1,4023,154,14,7,-0.05,#news #howto,Customer testimonial — we love feedback.
2024-12-25,2024-12,2024-12-23/2024-12-29,Twitter,,4,17567,772,55,70,-0.522,#news,Live Q&A tomorrow — set a reminder.
2024-08-10,2024-08,2024-08-05/2024-08-11,Twitter,BrandAwareness,1,3736,256,7,12,0.196,#sale #howto,Holiday sale starts now — big discounts!
2025-11-30,2025-11,2025-11-24/2025-11-30,Twitter,,1,4916,523,1,10,-0.514,#event #sale #giveaway,Collab announcement — exciting news.
2025-03-23,2025-03,2025-03-17/2025-03-23,Linkedin,,1,433,32,3,1,0.19,#viral,Join our giveaway — win prizes!
2024-12-30,2024-12,2024-12-30/2025-01-05,Facebook,,1,12442,492,89,30,-0.126,#howto,Collab announcement — exciting news.
2025-11-05,2025-11,2025-11-03/2025-11-09,Facebook,ProductLaunch,1,8497,502,46,33,-0.218,#brand,Live Q&A tomorrow — set a reminder.
2024-11-21,2024-11,2024-11-18/2024-11-24,Instagram,HolidayPush,3,30509,1654,86,53,0.179,,Top 5 tips to boost engagement.
2025-04-11,2025-04,2025-04-07/2025-04-13,Twitter,BrandAwareness,1,5380,99,37,15,0.887,#howto,Holiday sale starts now — big discounts!
2025-02-17,2025-02,2025-02-17/2025-02-23,Facebook,BrandAwareness,1,4081,249,10,13,0.591,#brand,Holiday sale starts now — big discounts!
2025-03-30,2025-03,2025-03-24/2025-03-30,Pinterest,Community,3,5573,259,27,10,0.077,#marketing #event,Join our giveaway — win prizes!
2025-08-08,2025-08,2025-08-04/2025-08-10,Instagram,,2,16145,1207,39,56,0.183,#news #event,Behind the scenes from our team meeting.
2024-08-20,2024-08,2024-08-19/2024-08-25,Instagram,ProductLaunch,3,23898,1286,96,96,0.042,#news,Join our giveaway — win prizes!
2024-08-11,2024-08,2024-08-05/2024-08-11,Instagram,Community,1,7789,708,38,21,-0.022,#event,New blog post: marketing strategies for 2025.
2025-02-15,2025-02,2025-02-10/2025-02-16,Twitter,,1,5181,347,5,17,0.643,#brand #sale,Launching our new product today! Check it out.
2025-07-25,2025-07,2025-07-21/2025-07-27,Linkedin,Community,1,2234,143,7,4,0.179,#giveaway,Join our giveaway — win prizes!
2024-11-30,2024-11,2024-11-25/2024-12-01,Instagram,,1,7826,777,35,45,0.264,#launch,Holiday sale starts now — big discounts!
2024-08-09,2024-08,2024-08-05/2024-08-11,Twitter,,2,9831,648,14,29,0.223,,Live Q&A tomorrow — set a reminder.
2024-02-06,2024-02,2024-02-05/2024-02-11,Twitter,,2,9850,914,20,32,0.059,,Collab announcement — exciting news.
2024-10-04,2024-10,2024-09-30/2024-10-06,Instagram,,2,18346,685,82,50,-0.285,#brand,Top 5 tips to boost engagement.
2024-07-14,2024-07,2024-07-08/2024-07-14,Twitter,BrandAwareness,4,15580,306,45,36,-0.222,#launch,New blog post: marketing strategies for 2025.
2025-04-28,2025-04,2025-04-28/2025-05-04,Instagram,,2,14302,922,22,56,0.19,,New blog post: marketing strategies for 2025.
2024-08-29,2024-08,2024-08-26/2024-09-01,Twitter,EngagementBoost,2,7950,667,32,4,0.29,#viral,Top 5 tips to boost engagement.
2024-11-19,2024-11,2024-11-18/2024-11-24,Facebook,EngagementBoost,1,10085,373,49,11,-0.34,,Top 5 tips to boost engagement.
2024-07-10,2024-07,2024-07-08/2024-07-14,Twitter,EngagementBoost,1,3957,202,33,13,-0.162,#sale,Customer testimonial — we love feedback.
2024-01-17,2024-01,2024-01-15/2024-01-21,Instagram,,1,9335,247,38,24,-0.111,#viral,Join our giveaway — win prizes!
2025-06-07,2025-06,2025-06-02/2025-06-08,Pinterest,Community,2,4216,250,16,16,-0.249,#launch,Holiday sale starts now — big discounts!
2025-02-04,2025-02,2025-02-03/2025-02-09,Facebook,BrandAwareness,2,20956,1252,71,52,-0.64,#launch,We hit a milestone — thank you!
2024-01-22,2024-01,2024-01-22/2024-01-28,Linkedin,Community,1,2293,165,14,3,-0.38,#tips,Behind the scenes from our team meeting.
2025-04-18,2025-04,2025-04-14/2025-04-20,Instagram,BrandAwareness,2,13122,655,61,38,0.065,#news,Join our giveaway — win prizes!
2024-04-29,2024-04,2024-04-29/2024-05-05,Instagram,,3,25667,1403,145,70,0.278,#tips #marketing,Collab announcement — exciting news.
2024-07-28,2024-07,2024-07-22/2024-07-28,Instagram,HolidayPush,6,48145,3493,214,92,-0.161,,Launching our new product today! Check it out.
2024-11-01,2024-11,2024-10-28/2024-11-03,Instagram,,6,48981,3150,285,185,0.239,,Holiday sale starts now — big discounts!
2024-09-26,2024-09,2024-09-23/2024-09-29,Twitter,BrandAwareness,2,8524,580,40,28,0.113,#giveaway,Join our giveaway — win prizes!
2025-11-17,2025-11,2025-11-17/2025-11-23,Youtube,ProductLaunch,1,5226,402,6,10,0.324,#news,Launching our new product today! Check it out.
2024-10-11,2024-10,2024-10-07/2024-10-13,Twitter,BrandAwareness,1,6065,452,20,8,0.657,#sale #launch,Live Q&A tomorrow — set a reminder.
2025-11-06,2025-11,2025-11-03/2025-11-09,Twitter,Community,1,3321,339,11,11,-0.228,#sale,Holiday sale starts now — big discounts!
2024-08-14,2024-08,2024-08-12/2024-08-18,Facebook,Community,3,34121,2350,166,69,-0.088,#giveaway #marketing #event,Collab announcement — exciting news.
2025-01-15,2025-01,2025-01-13/2025-01-19,Instagram,,2,17019,1173,73,34,-0.351,#viral,Collab announcement — exciting news.
2025-04-04,2025-04,2025-03-31/2025-04-06,Facebook,BrandAwareness,1,6764,364,45,19,0.609,,Live Q&A tomorrow — set a reminder.
2024-01-07,2024-01,2024-01-01/2024-01-07,Facebook,HolidayPush,1,7877,482,37,24,-0.073,,Live Q&A tomorrow — set a reminder.
2024-01-29,2024-01,2024-01-29/2024-02-04,Linkedin,HolidayPush,1,2115,72,10,7,0.163,#sale,Behind the scenes from our team meeting.
2024-02-02,2024-02,2024-01-29/2024-02-04,Pinterest,,1,1621,77,3,6,0.307,#news #brand,Top 5 tips to boost engagement.
2025-10-07,2025-10,2025-10-06/2025-10-12,Instagram,HolidayPush,2,11753,970,50,29,0.581,,Customer testimonial — we love feedback.
2024-03-19,2024-03,2024-03-18/2024-03-24,Twitter,Community,1,3041,88,10,10,-0.441,,We hit a milestone — thank you!
2025-04-03,2025-04,2025-03-31/2025-04-06,Youtube,Community,1,17202,1512,0,48,0.409,#viral,New blog post: marketing strategies for 2025.
2025-07-23,2025-07,2025-07-21/2025-07-27,Linkedin,,2,6189,334,8,25,-0.602,,New blog post: marketing strategies for 2025.
2025-06-21,2025-06,2025-06-16/2025-06-22,Twitter,,1,3188,133,17,6,-0.319,#viral #giveaway,We hit a milestone — thank you!
2025-04-26,2025-04,2025-04-21/2025-04-27,Youtube,,1,5841,318,30,20,0.003,#launch,Live Q&A tomorrow — set a reminder.
2025-03-05,2025-03,2025-03-03/2025-03-09,Instagram,,3,25514,1832,71,55,0.073,,Holiday sale starts now — big discounts!
2024-10-11,2024-10,2024-10-07/2024-10-13,Youtube,,2,22351,1380,64,46,0.613,,We hit a milestone — thank you!
2025-05-30,2025-05,2025-05-26/2025-06-01,Instagram,,1,5598,549,9,14,0.097,,Customer testimonial — we love feedback.
2024-04-08,2024-04,2024-04-08/2024-04-14,Facebook,,1,9151,628,54,8,0.067,#tips,Customer testimonial — we love feedback.
2025-01-31,2025-01,2025-01-27/2025-02-02,Youtube,HolidayPush,1,11827,830,28,47,0.146,,Join our giveaway — win prizes!
2025-05-03,2025-05,2025-04-28/2025-05-04,Instagram,,2,14104,998,40,29,0.479,#event,We hit a milestone — thank you!
2024-02-08,2024-02,2024-02-05/2024-02-11,Twitter,,1,3160,198,19,8,-0.171,#giveaway #marketing #launch,Behind the scenes from our team meeting.
2024-09-27,2024-09,2024-09-23/2024-09-29,Twitter,EngagementBoost,2,7397,407,44,15,-0.494,#marketing #viral,Collab announcement — exciting news.
2024-06-05,2024-06,2024-06-03/2024-06-09,Pinterest,BrandAwareness,1,1571,97,5,6,0.113,#event,Join our giveaway — win prizes!
2024-03-15,2024-03,2024-03-11/2024-03-17,Linkedin,BrandAwareness,1,2145,138,8,7,0.11,#launch #giveaway,Top 5 tips to boost engagement.
2024-05-09,2024-05,2024-05-06/2024-05-12,Facebook,HolidayPush,1,9082,535,44,32,0.017,#marketing,Launching our new product today! Check it out.
2025-11-17,2025-11,2025-11-17/2025-11-23,Facebook,,3,31060,2643,98,98,0.654,,Behind the scenes from our team meeting.
2024-03-24,2024-03,2024-03-18/2024-03-24,Linkedin,HolidayPush,1,2865,237,10,9,0.376,#howto,Customer testimonial — we love feedback.
2024-01-22,2024-01,2024-01-22/2024-01-28,Twitter,Community,1,3349,121,12,11,-0.586,#sale #news,Holiday sale starts now — big discounts!
2025-04-03,2025-04,2025-03-31/2025-04-06,Twitter,,1,3619,287,19,14,-0.096,,Holiday sale starts now — big discounts!
2025-06-22,2025-06,2025-06-16/2025-06-22,Linkedin,Community,1,3742,223,25,6,0.254,#news #launch,Join our giveaway — win prizes!
2025-01-16,2025-01,2025-01-13/2025-01-19,Twitter,,2,9183,494,57,22,0.227,#launch #howto,Top 5 tips to boost engagement.
2025-03-15,2025-03,2025-03-10/2025-03-16,Instagram,,2,17315,1284,104,33,0.467,#viral,We hit a milestone — thank you!
2025-08-26,2025-08,2025-08-25/2025-08-31,Instagram,,3,19748,1297,35,71,0.609,#event,Launching our new product today! Check it out.
2024-01-21,2024-01,2024-01-15/2024-01-21,Instagram,ProductLaunch,4,32256,1357,212,111,0.221,#tips,We hit a milestone — thank you!
2024-10-29,2024-10,2024-10-28/2024-11-03,Youtube,BrandAwareness,1,10631,809,28,39,0.294,#sale #viral,New blog post: marketing strategies for 2025.
2024-03-24,2024-03,2024-03-18/2024-03-24,Twitter,,1,2852,166,1,1,-0.402,,Top 5 tips to boost engagement.
2025-10-20,2025-10,2025-10-20/2025-10-26,Facebook,,1,8920,676,20,22,-0.159,#tips,Top 5 tips to boost engagement.
2025-03-28,2025-03,2025-03-24/2025-03-30,Twitter,EngagementBoost,2,9256,552,35,5,-0.113,,Customer testimonial — we love feedback.
2025-01-21,2025-01,2025-01-20/2025-01-26,Instagram,EngagementBoost,2,18131,1379,0,89,-0.417,#viral #sale,Collab announcement — exciting news.
2025-05-21,2025-05,2025-05-19/2025-05-25,Twitter,BrandAwareness,2,7256,572,39,22,0.346,#brand,Behind the scenes from our team meeting.
2024-09-13,2024-09,2024-09-09/2024-09-15,Linkedin,HolidayPush,1,2734,229,15,5,0.123,#brand #news,Live Q&A tomorrow — set a reminder.
2025-07-23,2025-07,2025-07-21/2025-07-27,Facebook,,1,8735,417,28,25,0.722,#launch #viral,Behind the scenes from our team meeting.
2025-06-10,2025-06,2025-06-09/2025-06-15,Youtube,BrandAwareness,2,25706,2481,42,76,0.309,#viral,Live Q&A tomorrow — set a reminder.
2024-06-10,2024-06,2024-06-10/2024-06-16,Facebook,,1,12992,742,75,64,0.194,#sale,Customer testimonial — we love feedback.
2024-06-11,2024-06,2024-06-10/2024-06-16,Facebook,BrandAwareness,3,29810,1074,64,83,0.626,#launch,Live Q&A tomorrow — set a reminder.
2025-06-07,2025-06,2025-06-02/2025-06-08,Facebook,BrandAwareness,3,24728,1573,18,78,-0.172,#news,Launching our new product today! Check it out.
